Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
12 Galicia;Total;Hombres;2011T3;61,22
12 Galicia;Total;Hombres;2011T2;61,09
12 Galicia;Total;Hombres;2011T1;61,01
12 Galicia;Total;Hombres;2010T4;60,82
12 Galicia;Total;Hombres;2010T3;61,97
12 Galicia;Total;Hombres;2010T2;60,98
12 Galicia;Total;Hombres;2010T1;61,05
12 Galicia;Total;Hombres;2009T4;61,51
12 Galicia;Total;Hombres;2009T3;62
12 Galicia;Total;Hombres;2009T2;61,74
12 Galicia;Total;Hombres;2009T1;62,61
12 Galicia;Total;Hombres;2008T4;62,8
12 Galicia;Total;Hombres;2008T3;63,31
12 Galicia;Total;Hombres;2008T2;63,21
12 Galicia;Total;Hombres;2008T1;63,42
12 Galicia;Total;Hombres;2007T4;62,92
12 Galicia;Total;Hombres;2007T3;62,89
12 Galicia;Total;Hombres;2007T2;62,81
12 Galicia;Total;Hombres;2007T1;62,48
12 Galicia;Total;Hombres;2006T4;61,61
12 Galicia;Total;Hombres;2006T3;62,22
12 Galicia;Total;Hombres;2006T2;61,64
12 Galicia;Total;Hombres;2006T1;61,74
12 Galicia;Total;Hombres;2005T4;61,22
12 Galicia;Total;Hombres;2005T3;63,5
12 Galicia;Total;Hombres;2005T2;62,37
12 Galicia;Total;Hombres;2005T1;62,77
12 Galicia;Total;Hombres;2004T4;62,98
12 Galicia;Total;Hombres;2004T3;62,44
12 Galicia;Total;Hombres;2004T2;62,35
12 Galicia;Total;Hombres;2004T1;62,17
12 Galicia;Total;Hombres;2003T4;62,15
12 Galicia;Total;Hombres;2003T3;62,4
12 Galicia;Total;Hombres;2003T2;61,82
12 Galicia;Total;Hombres;2003T1;62,13
12 Galicia;Total;Hombres;2002T4;61,45
12 Galicia;Total;Hombres;2002T3;60,96
12 Galicia;Total;Hombres;2002T2;60,03
12 Galicia;Total;Hombres;2002T1;60,71
12 Galicia;Total;Mujeres;2023T2;49,6
12 Galicia;Total;Mujeres;2023T1;49,28
12 Galicia;Total;Mujeres;2022T4;49,49
12 Galicia;Total;Mujeres;2022T3;49,6
12 Galicia;Total;Mujeres;2022T2;49,33
12 Galicia;Total;Mujeres;2022T1;48,54
12 Galicia;Total;Mujeres;2021T4;48,19
12 Galicia;Total;Mujeres;2021T3;48,36
12 Galicia;Total;Mujeres;2021T2;48,51
12 Galicia;Total;Mujeres;2021T1;47,97
12 Galicia;Total;Mujeres;2020T4;48,07
12 Galicia;Total;Mujeres;2020T3;47,64
12 Galicia;Total;Mujeres;2020T2;46,56
12 Galicia;Total;Mujeres;2020T1;48,59
12 Galicia;Total;Mujeres;2019T4;49,06
12 Galicia;Total;Mujeres;2019T3;49,31
12 Galicia;Total;Mujeres;2019T2;48,95
12 Galicia;Total;Mujeres;2019T1;48,98
12 Galicia;Total;Mujeres;2018T4;48,93
12 Galicia;Total;Mujeres;2018T3;49,51
12 Galicia;Total;Mujeres;2018T2;50,05
12 Galicia;Total;Mujeres;2018T1;49,04
12 Galicia;Total;Mujeres;2017T4;48,79
12 Galicia;Total;Mujeres;2017T3;49,47
12 Galicia;Total;Mujeres;2017T2;49,15
12 Galicia;Total;Mujeres;2017T1;49,02
12 Galicia;Total;Mujeres;2016T4;48,75
12 Galicia;Total;Mujeres;2016T3;49,04
12 Galicia;Total;Mujeres;2016T2;48,77
12 Galicia;Total;Mujeres;2016T1;48,81
12 Galicia;Total;Mujeres;2015T4;48,86
12 Galicia;Total;Mujeres;2015T3;48,73
12 Galicia;Total;Mujeres;2015T2;48,78
12 Galicia;Total;Mujeres;2015T1;48,58
12 Galicia;Total;Mujeres;2014T4;48,73
12 Galicia;Total;Mujeres;2014T3;48,72
12 Galicia;Total;Mujeres;2014T2;49,32
12 Galicia;Total;Mujeres;2014T1;49,25
12 Galicia;Total;Mujeres;2013T4;49,08
12 Galicia;Total;Mujeres;2013T3;48,91
12 Galicia;Total;Mujeres;2013T2;49,08
12 Galicia;Total;Mujeres;2013T1;48,83
12 Galicia;Total;Mujeres;2012T4;49,51
12 Galicia;Total;Mujeres;2012T3;49,59
12 Galicia;Total;Mujeres;2012T2;49,27
12 Galicia;Total;Mujeres;2012T1;49,64
12 Galicia;Total;Mujeres;2011T4;49,5
12 Galicia;Total;Mujeres;2011T3;49,05
12 Galicia;Total;Mujeres;2011T2;48,96
12 Galicia;Total;Mujeres;2011T1;48,52
12 Galicia;Total;Mujeres;2010T4;47,76
12 Galicia;Total;Mujeres;2010T3;48,09
12 Galicia;Total;Mujeres;2010T2;47,59
12 Galicia;Total;Mujeres;2010T1;47,56
12 Galicia;Total;Mujeres;2009T4;47,82
12 Galicia;Total;Mujeres;2009T3;48,02
12 Galicia;Total;Mujeres;2009T2;48,51
12 Galicia;Total;Mujeres;2009T1;48,67
12 Galicia;Total;Mujeres;2008T4;47,93
12 Galicia;Total;Mujeres;2008T3;47,8
12 Galicia;Total;Mujeres;2008T2;46,74
12 Galicia;Total;Mujeres;2008T1;45,65
12 Galicia;Total;Mujeres;2007T4;45,69
12 Galicia;Total;Mujeres;2007T3;46,63
12 Galicia;Total;Mujeres;2007T2;46,2
12 Galicia;Total;Mujeres;2007T1;45,3
12 Galicia;Total;Mujeres;2006T4;45,78
12 Galicia;Total;Mujeres;2006T3;46,38
12 Galicia;Total;Mujeres;2006T2;44,99
12 Galicia;Total;Mujeres;2006T1;45,69
12 Galicia;Total;Mujeres;2005T4;44,9
12 Galicia;Total;Mujeres;2005T3;44,43
12 Galicia;Total;Mujeres;2005T2;44,37
12 Galicia;Total;Mujeres;2005T1;43,85
12 Galicia;Total;Mujeres;2004T4;45,04
12 Galicia;Total;Mujeres;2004T3;44,55
12 Galicia;Total;Mujeres;2004T2;44,61
12 Galicia;Total;Mujeres;2004T1;44,81
12 Galicia;Total;Mujeres;2003T4;43,95
12 Galicia;Total;Mujeres;2003T3;43,51
12 Galicia;Total;Mujeres;2003T2;42,64
12 Galicia;Total;Mujeres;2003T1;42,36
12 Galicia;Total;Mujeres;2002T4;41,41
12 Galicia;Total;Mujeres;2002T3;40,77
12 Galicia;Total;Mujeres;2002T2;40,84
12 Galicia;Total;Mujeres;2002T1;40,77
12 Galicia;De 16 a 64 años;Ambos sexos;2023T2;74,38
12 Galicia;De 16 a 64 años;Ambos sexos;2023T1;73,74
12 Galicia;De 16 a 64 años;Ambos sexos;2022T4;73,49
12 Galicia;De 16 a 64 años;Ambos sexos;2022T3;74,28
12 Galicia;De 16 a 64 años;Ambos sexos;2022T2;74,11
12 Galicia;De 16 a 64 años;Ambos sexos;2022T1;73,32
12 Galicia;De 16 a 64 años;Ambos sexos;2021T4;72,83
12 Galicia;De 16 a 64 años;Ambos sexos;2021T3;73,62
12 Galicia;De 16 a 64 años;Ambos sexos;2021T2;72,98
12 Galicia;De 16 a 64 años;Ambos sexos;2021T1;72,13
12 Galicia;De 16 a 64 años;Ambos sexos;2020T4;72,39
12 Galicia;De 16 a 64 años;Ambos sexos;2020T3;72,64
12 Galicia;De 16 a 64 años;Ambos sexos;2020T2;70,61
12 Galicia;De 16 a 64 años;Ambos sexos;2020T1;73,41
12 Galicia;De 16 a 64 años;Ambos sexos;2019T4;73,47
12 Galicia;De 16 a 64 años;Ambos sexos;2019T3;74,01
12 Galicia;De 16 a 64 años;Ambos sexos;2019T2;73,36
12 Galicia;De 16 a 64 años;Ambos sexos;2019T1;72,96
12 Galicia;De 16 a 64 años;Ambos sexos;2018T4;73,18
12 Galicia;De 16 a 64 años;Ambos sexos;2018T3;73,81
12 Galicia;De 16 a 64 años;Ambos sexos;2018T2;73,82
12 Galicia;De 16 a 64 años;Ambos sexos;2018T1;72,94
12 Galicia;De 16 a 64 años;Ambos sexos;2017T4;72,88
12 Galicia;De 16 a 64 años;Ambos sexos;2017T3;73,59
12 Galicia;De 16 a 64 años;Ambos sexos;2017T2;73,28
12 Galicia;De 16 a 64 años;Ambos sexos;2017T1;73,12
12 Galicia;De 16 a 64 años;Ambos sexos;2016T4;73,28
12 Galicia;De 16 a 64 años;Ambos sexos;2016T3;73,78
12 Galicia;De 16 a 64 años;Ambos sexos;2016T2;73,19
12 Galicia;De 16 a 64 años;Ambos sexos;2016T1;72,53
12 Galicia;De 16 a 64 años;Ambos sexos;2015T4;72,76
12 Galicia;De 16 a 64 años;Ambos sexos;2015T3;72,98
12 Galicia;De 16 a 64 años;Ambos sexos;2015T2;72,88
12 Galicia;De 16 a 64 años;Ambos sexos;2015T1;72,79
12 Galicia;De 16 a 64 años;Ambos sexos;2014T4;72,63
12 Galicia;De 16 a 64 años;Ambos sexos;2014T3;73,09
12 Galicia;De 16 a 64 años;Ambos sexos;2014T2;72,96
12 Galicia;De 16 a 64 años;Ambos sexos;2014T1;72,88
12 Galicia;De 16 a 64 años;Ambos sexos;2013T4;72,82
12 Galicia;De 16 a 64 años;Ambos sexos;2013T3;73,05
12 Galicia;De 16 a 64 años;Ambos sexos;2013T2;73,04
12 Galicia;De 16 a 64 años;Ambos sexos;2013T1;72,75
12 Galicia;De 16 a 64 años;Ambos sexos;2012T4;73,39
12 Galicia;De 16 a 64 años;Ambos sexos;2012T3;73,74
12 Galicia;De 16 a 64 años;Ambos sexos;2012T2;73,44
12 Galicia;De 16 a 64 años;Ambos sexos;2012T1;73,58
12 Galicia;De 16 a 64 años;Ambos sexos;2011T4;73,31
12 Galicia;De 16 a 64 años;Ambos sexos;2011T3;73,12
12 Galicia;De 16 a 64 años;Ambos sexos;2011T2;72,88
12 Galicia;De 16 a 64 años;Ambos sexos;2011T1;72,48
12 Galicia;De 16 a 64 años;Ambos sexos;2010T4;71,69
12 Galicia;De 16 a 64 años;Ambos sexos;2010T3;72,48
12 Galicia;De 16 a 64 años;Ambos sexos;2010T2;71,38
12 Galicia;De 16 a 64 años;Ambos sexos;2010T1;71,28
12 Galicia;De 16 a 64 años;Ambos sexos;2009T4;71,57
12 Galicia;De 16 a 64 años;Ambos sexos;2009T3;71,88
12 Galicia;De 16 a 64 años;Ambos sexos;2009T2;72,05
12 Galicia;De 16 a 64 años;Ambos sexos;2009T1;72,64
12 Galicia;De 16 a 64 años;Ambos sexos;2008T4;72,15
12 Galicia;De 16 a 64 años;Ambos sexos;2008T3;72,3
12 Galicia;De 16 a 64 años;Ambos sexos;2008T2;71,44
12 Galicia;De 16 a 64 años;Ambos sexos;2008T1;70,79
12 Galicia;De 16 a 64 años;Ambos sexos;2007T4;70,37
12 Galicia;De 16 a 64 años;Ambos sexos;2007T3;71,22
12 Galicia;De 16 a 64 años;Ambos sexos;2007T2;70,68
12 Galicia;De 16 a 64 años;Ambos sexos;2007T1;69,87
12 Galicia;De 16 a 64 años;Ambos sexos;2006T4;69,7
12 Galicia;De 16 a 64 años;Ambos sexos;2006T3;70,35
12 Galicia;De 16 a 64 años;Ambos sexos;2006T2;69,01
12 Galicia;De 16 a 64 años;Ambos sexos;2006T1;69,47
12 Galicia;De 16 a 64 años;Ambos sexos;2005T4;68,61
12 Galicia;De 16 a 64 años;Ambos sexos;2005T3;69,65
