Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;2005;97
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;2004;96
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;2003;96
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;2002;94
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;2001;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;2000;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;1999;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;1998;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;1997;93
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;1996;91
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;1995;91
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Con taxímetro;1994;89
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2019;132
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2018;136
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2017;143
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2016;140
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2015;147
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2014;150
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2013;153
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2012;154
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2011;160
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2010;161
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2009;155
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2008;154
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2007;155
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2006;166
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2005;170
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2004;175
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2003;184
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2002;184
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2001;174
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;2000;189
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;1999;189
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;1998;207
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;1997;203
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;1996;213
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;1995;221
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Provincia;Sin taxímetro;1994;232
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2019;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2018;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2017;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2016;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2015;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2014;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2013;108
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2012;108
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2011;108
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2010;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2009;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2008;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2007;102
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2006;101
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2005;97
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2004;96
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2003;96
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2002;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2001;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;2000;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;1999;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;1998;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;1997;93
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;1996;91
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;1995;91
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Total;1994;89
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2019;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2018;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2017;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2016;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2015;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2014;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2013;108
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2012;108
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2011;108
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2010;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2009;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2008;107
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2007;102
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2006;101
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2005;97
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2004;96
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2003;96
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2002;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2001;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;2000;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;1999;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;1998;92
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;1997;93
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;1996;91
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;1995;91
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Con taxímetro;1994;89
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2007;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2006;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2005;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2004;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2003;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2002;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2001;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;2000;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;1999;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;1998;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;1997;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;1996;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;1995;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Albacete;Capital de Provincia;Sin taxímetro;1994;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2019;295
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2018;297
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2017;296
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2016;302
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2015;296
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2014;297
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2013;295
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2012;307
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2011;309
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2010;308
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2009;306
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2008;292
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2007;298
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2006;287
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2005;304
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2004;270
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2003;299
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2002;289
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2001;296
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;2000;301
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;1999;314
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;1998;321
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;1997;328
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;1996;323
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;1995;326
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Total;1994;336
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2019;74
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2018;85
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2017;86
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2016;89
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2015;80
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2014;78
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2013;77
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2012;81
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2011;75
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2010;79
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2009;81
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2008;78
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2007;63
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2006;37
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2005;77
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2004;46
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2003;74
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2002;61
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2001;38
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;2000;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;1999;14
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;1998;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;1997;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;1996;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;1995;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Con taxímetro;1994;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2019;221
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2018;212
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2017;210
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2016;213
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2015;216
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2014;219
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2013;218
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2012;226
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2011;234
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2010;229
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2009;225
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2008;214
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2007;235
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2006;250
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2005;227
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2004;224
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2003;225
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2002;228
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2001;258
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;2000;271
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;1999;300
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;1998;321
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;1997;328
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;1996;323
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;1995;326
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Provincia;Sin taxímetro;1994;336
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2019;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2018;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2017;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2016;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2015;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2014;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2013;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2012;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2011;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2010;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2009;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2008;38
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2007;38
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2006;34
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2005;38
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2004;37
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2003;36
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2002;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2001;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;2000;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;1999;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;1998;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;1997;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;1996;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;1995;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Total;1994;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2019;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2018;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2017;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2016;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2015;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2014;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2013;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2012;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2011;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2010;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2009;47
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2008;38
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2007;38
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2006;34
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2005;38
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2004;37
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2003;36
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2002;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2001;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;2000;30
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;1999;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;1998;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;1997;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;1996;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;1995;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Con taxímetro;1994;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;CASTILLA-LA MANCHA;Ciudad Real;Capital de Provincia;Sin taxímetro;2007;0
